courier_id,available_from,starting_area_hint,courier_lat,courier_lng,vehicle_type,bundle_capacity
CR-SPREAD-779,2025-01-15 17:37:00,Roving/CityCenter,25.290999,51.487186,motorbike,3
CR-SPREAD-780,2025-01-15 17:27:00,Roving/CityCenter,25.243749,51.411353,motorbike,3
CR-SPREAD-781,2025-01-15 17:56:00,Roving/CityCenter,25.375214,51.47762,bike,2
CR-SPREAD-782,2025-01-15 17:28:00,Roving/CityCenter,25.170244,51.478109,bike,2
CR-SPREAD-783,2025-01-15 17:35:00,Roving/CityCenter,25.235793,51.459048,motorbike,2
CR-SPREAD-784,2025-01-15 17:57:00,Roving/CityCenter,25.258225,51.509013,bike,2
CR-SPREAD-785,2025-01-15 17:28:00,Roving/CityCenter,25.26865,51.446572,car,3
CR-SPREAD-786,2025-01-15 17:26:00,Roving/CityCenter,25.30747,51.467014,motorbike,2
CR-SPREAD-787,2025-01-15 17:32:00,Roving/CityCenter,25.278698,51.478888,motorbike,3
CR-SPREAD-788,2025-01-15 17:35:00,Roving/CityCenter,25.271388,51.463737,bike,2
CR-SPREAD-789,2025-01-15 17:41:00,Roving/CityCenter,25.370665,51.455521,motorbike,3
CR-SPREAD-790,2025-01-15 17:18:00,Roving/CityCenter,25.313111,51.417128,bike,2
CR-SPREAD-791,2025-01-15 17:43:00,Roving/CityCenter,25.223049,51.542851,motorbike,3
CR-SPREAD-792,2025-01-15 17:35:00,Roving/CityCenter,25.293835,51.502404,motorbike,3
CR-SPREAD-793,2025-01-15 17:32:00,Roving/CityCenter,25.17352,51.49488,bike,2
CR-SPREAD-794,2025-01-15 17:46:00,Roving/CityCenter,25.334585,51.507571,motorbike,3
CR-SPREAD-795,2025-01-15 17:45:00,Roving/CityCenter,25.267365,51.528579,motorbike,2
CR-SPREAD-796,2025-01-15 17:41:00,Roving/CityCenter,25.389355,51.496045,motorbike,3
CR-SPREAD-797,2025-01-15 17:23:00,Roving/CityCenter,25.253306,51.540049,motorbike,3
CR-SPREAD-798,2025-01-15 17:50:00,Roving/CityCenter,25.291362,51.503462,bike,2
CR-SPREAD-799,2025-01-15 17:34:00,Roving/CityCenter,25.233375,51.521923,motorbike,3
