courier_id,available_from,starting_area_hint,courier_lat,courier_lng,vehicle_type,bundle_capacity
CR-855,2025-01-15 17:08:00,Al Sadd,25.294053,51.46525,motorbike,3
CR-856,2025-01-15 17:59:00,Al Sadd,25.288611,51.47009,car,3
CR-857,2025-01-15 17:10:00,The Pearl,25.364576,51.551533,motorbike,2
CR-858,2025-01-15 17:50:00,Al Sadd,25.275039,51.480285,motorbike,3
CR-859,2025-01-15 17:21:00,West Bay,25.327568,51.510738,car,3
CR-860,2025-01-15 17:38:00,The Pearl,25.372327,51.547941,motorbike,3
CR-861,2025-01-15 17:01:00,West Bay,25.319563,51.510743,car,4
CR-862,2025-01-15 17:09:00,Al Waab,25.232604,51.489379,motorbike,3
CR-863,2025-01-15 18:00:00,West Bay,25.331676,51.499791,car,4
CR-864,2025-01-15 17:06:00,Al Waab,25.254653,51.456997,motorbike,2
CR-865,2025-01-15 17:05:00,Old Airport,25.234509,51.562041,bike,2
CR-866,2025-01-15 17:57:00,West Bay,25.335874,51.513936,car,3
CR-867,2025-01-15 17:45:00,West Bay,25.327346,51.516065,bike,2
CR-868,2025-01-15 17:14:00,The Pearl,25.365238,51.553592,car,4
CR-869,2025-01-15 17:46:00,West Bay,25.304289,51.511229,car,4
CR-870,2025-01-15 17:22:00,The Pearl,25.377685,51.544237,motorbike,2
CR-871,2025-01-15 17:52:00,Al Sadd,25.269526,51.497603,car,3
CR-872,2025-01-15 17:09:00,West Bay,25.321268,51.509687,car,4
CR-873,2025-01-15 17:21:00,Old Airport,25.250165,51.556864,car,4
CR-874,2025-01-15 17:04:00,The Pearl,25.369541,51.554797,bike,3
CR-875,2025-01-15 17:16:00,Al Sadd,25.278654,51.479253,motorbike,3
CR-876,2025-01-15 17:08:00,The Pearl,25.364699,51.554323,bike,2
CR-877,2025-01-15 17:26:00,Al Sadd,25.280102,51.485759,bike,2
CR-878,2025-01-15 17:45:00,West Bay,25.333997,51.514963,motorbike,3
CR-879,2025-01-15 17:30:00,Lusail,25.407286,51.502208,motorbike,3
CR-880,2025-01-15 18:00:00,Old Airport,25.243325,51.566926,motorbike,3
CR-881,2025-01-15 17:17:00,Lusail,25.395735,51.513432,bike,3
CR-882,2025-01-15 17:54:00,West Bay,25.327292,51.499543,car,2
CR-883,2025-01-15 17:57:00,West Bay,25.318393,51.513474,car,4
CR-884,2025-01-15 17:32:00,The Pearl,25.37226,51.546777,car,4
CR-885,2025-01-15 17:09:00,Old Airport,25.259049,51.564155,motorbike,3
CR-886,2025-01-15 17:45:00,Old Airport,25.241625,51.557128,bike,2
CR-887,2025-01-15 17:34:00,Lusail,25.39559,51.506549,motorbike,3
CR-888,2025-01-15 17:09:00,The Pearl,25.37503,51.543542,motorbike,2
CR-889,2025-01-15 17:25:00,Lusail,25.398115,51.493571,motorbike,3
CR-890,2025-01-15 17:36:00,The Pearl,25.368436,51.554931,motorbike,3
CR-891,2025-01-15 17:14:00,The Pearl,25.377195,51.53983,motorbike,3
CR-892,2025-01-15 17:23:00,Old Airport,25.250721,51.560404,car,3
CR-893,2025-01-15 17:21:00,West Bay,25.322316,51.491755,bike,2
CR-894,2025-01-15 17:10:00,West Bay,25.325231,51.515088,car,4
CR-895,2025-01-15 17:31:00,The Pearl,25.376902,51.553837,car,3
CR-896,2025-01-15 17:15:00,West Bay,25.332966,51.512536,bike,2
CR-897,2025-01-15 17:55:00,Al Waab,25.235861,51.4816,bike,3
CR-898,2025-01-15 18:00:00,West Bay,25.335804,51.518617,motorbike,3
CR-899,2025-01-15 17:23:00,Al Waab,25.265096,51.451236,motorbike,3
CR-900,2025-01-15 17:20:00,Lusail,25.392994,51.499029,bike,2
CR-901,2025-01-15 17:31:00,The Pearl,25.36585,51.552562,car,4
CR-902,2025-01-15 17:17:00,West Bay,25.327704,51.510455,car,4
CR-903,2025-01-15 17:50:00,Old Airport,25.245574,51.546748,car,4
CR-904,2025-01-15 17:18:00,The Pearl,25.375668,51.549158,bike,2
CR-905,2025-01-15 17:38:00,West Bay,25.300337,51.513754,motorbike,3
CR-906,2025-01-15 17:10:00,West Bay,25.322177,51.520505,car,4
CR-907,2025-01-15 17:05:00,Al Waab,25.263461,51.458385,motorbike,4
CR-908,2025-01-15 17:13:00,Old Airport,25.230594,51.556805,car,4
CR-909,2025-01-15 17:14:00,Al Waab,25.283627,51.453021,motorbike,3
CR-910,2025-01-15 17:14:00,Al Waab,25.27142,51.478296,bike,2
CR-911,2025-01-15 17:32:00,West Bay,25.342897,51.50441,car,4
CR-912,2025-01-15 17:37:00,Old Airport,25.234081,51.551566,car,4
CR-913,2025-01-15 17:42:00,Old Airport,25.258926,51.561419,motorbike,2
CR-914,2025-01-15 17:14:00,Al Waab,25.254548,51.462694,bike,2
CR-915,2025-01-15 17:41:00,Lusail,25.388354,51.501014,motorbike,3
CR-916,2025-01-15 17:48:00,The Pearl,25.378483,51.54577,motorbike,3
CR-917,2025-01-15 17:35:00,West Bay,25.327859,51.495068,bike,2
CR-918,2025-01-15 17:04:00,West Bay,25.310917,51.516044,bike,2
CR-919,2025-01-15 17:58:00,Al Sadd,25.268075,51.499533,motorbike,3
CR-920,2025-01-15 17:01:00,Lusail,25.396214,51.509799,motorbike,3
CR-921,2025-01-15 17:19:00,Al Waab,25.263997,51.481403,motorbike,3
CR-922,2025-01-15 17:21:00,Old Airport,25.248563,51.546607,bike,2
CR-923,2025-01-15 17:45:00,West Bay,25.322438,51.521077,car,2
CR-924,2025-01-15 17:29:00,Old Airport,25.244946,51.559065,motorbike,4
CR-925,2025-01-15 17:47:00,Lusail,25.404907,51.511044,motorbike,2
CR-926,2025-01-15 17:53:00,Al Waab,25.251168,51.428259,bike,2
CR-927,2025-01-15 17:24:00,Old Airport,25.24148,51.567064,bike,3
CR-928,2025-01-15 18:00:00,Lusail,25.41623,51.515487,motorbike,4
CR-929,2025-01-15 17:59:00,Old Airport,25.239103,51.568405,car,3
CR-930,2025-01-15 17:30:00,Al Sadd,25.293432,51.485347,bike,2
CR-931,2025-01-15 17:26:00,The Pearl,25.372513,51.552235,bike,2
CR-932,2025-01-15 17:07:00,Al Waab,25.255092,51.470379,bike,2
CR-933,2025-01-15 17:52:00,Old Airport,25.26303,51.564434,bike,2
CR-934,2025-01-15 17:59:00,Lusail,25.39271,51.504806,car,4
CR-935,2025-01-15 17:13:00,Al Sadd,25.267761,51.509913,car,4
CR-936,2025-01-15 17:59:00,Lusail,25.403164,51.499605,bike,2
CR-937,2025-01-15 17:03:00,West Bay,25.307176,51.515357,motorbike,2
CR-938,2025-01-15 17:17:00,Old Airport,25.217105,51.53773,bike,2
CR-939,2025-01-15 17:49:00,Lusail,25.415606,51.516362,bike,2
CR-940,2025-01-15 17:07:00,Lusail,25.428972,51.510734,motorbike,2
CR-941,2025-01-15 17:13:00,Al Waab,25.247245,51.495602,bike,2
CR-942,2025-01-15 17:54:00,Lusail,25.400197,51.514792,bike,2
CR-943,2025-01-15 17:49:00,West Bay,25.334483,51.513917,car,2
CR-944,2025-01-15 17:01:00,Al Waab,25.22061,51.438173,bike,2
CR-945,2025-01-15 17:19:00,Lusail,25.395948,51.488457,bike,2
CR-946,2025-01-15 17:10:00,The Pearl,25.372333,51.54886,car,4
CR-947,2025-01-15 17:51:00,Lusail,25.385689,51.505078,motorbike,3
CR-948,2025-01-15 17:39:00,West Bay,25.329538,51.499911,car,4
CR-949,2025-01-15 17:40:00,Al Waab,25.229204,51.488579,bike,2
CR-950,2025-01-15 17:59:00,Lusail,25.386823,51.512304,car,3
CR-951,2025-01-15 17:12:00,Lusail,25.40766,51.508705,car,4
CR-952,2025-01-15 17:27:00,West Bay,25.30583,51.499626,car,3
CR-953,2025-01-15 17:06:00,Lusail,25.405518,51.491252,bike,2
CR-954,2025-01-15 17:17:00,The Pearl,25.377621,51.551992,bike,2
CR-955,2025-01-15 17:54:00,Lusail,25.3815,51.522625,car,3
CR-956,2025-01-15 17:34:00,West Bay,25.323812,51.510722,car,4
CR-957,2025-01-15 17:50:00,The Pearl,25.375668,51.542635,bike,2
CR-958,2025-01-15 17:04:00,Al Sadd,25.26446,51.483989,motorbike,2
CR-959,2025-01-15 17:23:00,West Bay,25.325847,51.499806,motorbike,2
CR-960,2025-01-15 17:18:00,Lusail,25.389219,51.485044,car,4
CR-961,2025-01-15 17:15:00,Al Sadd,25.311576,51.495305,car,2
CR-962,2025-01-15 17:00:00,Lusail,25.385964,51.512318,car,3
CR-963,2025-01-15 17:10:00,West Bay,25.304827,51.513817,bike,2
CR-964,2025-01-15 17:31:00,Al Waab,25.270001,51.486348,car,4
CR-965,2025-01-15 17:12:00,West Bay,25.337829,51.510007,bike,2
CR-966,2025-01-15 17:10:00,Old Airport,25.251418,51.552252,car,4
CR-967,2025-01-15 17:09:00,Old Airport,25.223052,51.555288,bike,2
CR-968,2025-01-15 18:00:00,Al Waab,25.277984,51.463195,bike,2
CR-969,2025-01-15 17:20:00,Al Waab,25.281572,51.436066,bike,2
CR-970,2025-01-15 17:09:00,Al Waab,25.286474,51.466089,motorbike,3
CR-971,2025-01-15 17:55:00,The Pearl,25.374073,51.546306,motorbike,3
CR-972,2025-01-15 17:56:00,West Bay,25.336155,51.514907,motorbike,4
CR-973,2025-01-15 17:01:00,Al Sadd,25.271938,51.484566,bike,2
CR-974,2025-01-15 17:42:00,Al Waab,25.259697,51.453357,bike,2
CR-975,2025-01-15 17:18:00,Al Sadd,25.293558,51.496956,car,4
CR-976,2025-01-15 17:10:00,Al Sadd,25.306292,51.483487,motorbike,3
CR-977,2025-01-15 17:27:00,Lusail,25.40329,51.510188,bike,3
CR-978,2025-01-15 17:27:00,Al Sadd,25.285734,51.51356,car,3
CR-979,2025-01-15 17:45:00,West Bay,25.305794,51.514114,car,4
CR-980,2025-01-15 17:55:00,Lusail,25.423375,51.485188,motorbike,3
CR-981,2025-01-15 17:47:00,The Pearl,25.374301,51.552198,bike,2
CR-982,2025-01-15 17:59:00,Al Sadd,25.309104,51.517801,car,4
CR-983,2025-01-15 17:36:00,Lusail,25.418397,51.496771,motorbike,3
CR-984,2025-01-15 17:12:00,The Pearl,25.378045,51.540935,bike,2
CR-985,2025-01-15 17:56:00,West Bay,25.324316,51.52096,bike,2
CR-986,2025-01-15 17:17:00,Al Sadd,25.265474,51.478419,motorbike,3
CR-987,2025-01-15 17:49:00,Old Airport,25.226714,51.561312,motorbike,4
CR-988,2025-01-15 17:08:00,West Bay,25.336212,51.515326,bike,2
CR-989,2025-01-15 17:46:00,West Bay,25.321113,51.520211,bike,2
CR-990,2025-01-15 17:38:00,West Bay,25.315148,51.512147,car,4
CR-991,2025-01-15 17:18:00,Al Sadd,25.274977,51.5068,bike,3
CR-992,2025-01-15 17:33:00,West Bay,25.308968,51.51576,bike,2
CR-993,2025-01-15 17:27:00,Al Waab,25.276185,51.477704,motorbike,3
CR-994,2025-01-15 17:01:00,Al Waab,25.249411,51.458411,bike,2
CR-995,2025-01-15 17:15:00,Old Airport,25.248766,51.556361,bike,2
CR-996,2025-01-15 17:49:00,West Bay,25.325735,51.51205,bike,2
CR-997,2025-01-15 17:23:00,The Pearl,25.37388,51.547225,bike,2
CR-998,2025-01-15 18:00:00,The Pearl,25.376692,51.541987,motorbike,4
CR-999,2025-01-15 17:47:00,The Pearl,25.362058,51.553612,car,4
